review_batch,area_id,spatial_validation_zone,candidate_origin,experimental_reliability_score_v3,experimental_reliability_class_v3,experimental_reliability_label_v3,area_ha_raw,area_bin_raw,n_points,n_parts,n_points_bin,n_parts_bin,current_high_confidence_v2,identity_reference_match,strict_reference_match,large_polygon_flag,small_candidate_flag,complex_boundary_flag,reliability_model_version,reliability_model_status
high_top,b5e3e44a-e266-4b6c-9fc5-7fac0dd846a0,central_calabria,added_candidate,0.8455606052279763,high,Alta affidabilità diagnostica,29.132086573793007,ge_5_00_ha,657,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,8a4a470c-876d-4d3c-98ff-960a0f82fdff,central_calabria,added_candidate,0.8455299264897087,high,Alta affidabilità diagnostica,24.27636405562543,ge_5_00_ha,124,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
high_top,5063f7e6-71b8-47dc-8caf-0bfd4dc4f6b0,central_calabria,added_candidate,0.8455165543776677,high,Alta affidabilità diagnostica,28.07473007486937,ge_5_00_ha,286,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,eb69491e-649d-49c8-b8c6-95b7336e1c57,central_calabria,added_candidate,0.8454608599300635,high,Alta affidabilità diagnostica,30.182526918316398,ge_5_00_ha,531,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,f1caad1b-9d8b-4a28-a5c3-a0d73a4e57c8,central_calabria,added_candidate,0.8451971301183946,high,Alta affidabilità diagnostica,32.00731746442629,ge_5_00_ha,322,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,8518613d-069a-4559-ade0-0eb49a2ac309,north_calabria,added_candidate,0.8450882956932735,high,Alta affidabilità diagnostica,20.541093336436244,ge_5_00_ha,472,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,b4cbc5fe-837d-4dc0-9038-b9b1540272b1,north_calabria,added_candidate,0.844883803861575,high,Alta affidabilità diagnostica,24.381212887478174,ge_5_00_ha,1290,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,d3477389-7d24-4796-ac3c-0deba52b5dd1,north_calabria,added_candidate,0.8448337002584064,high,Alta affidabilità diagnostica,20.36388574856744,ge_5_00_ha,407,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,abe05f57-98b3-4edd-a169-1b2910df3bf9,central_calabria,added_candidate,0.6998884890899962,compatible,Compatibile diagnostico,14.289431618665962,ge_5_00_ha,234,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,db9547b1-d2b8-43cf-b474-c1d137b221b3,central_calabria,added_candidate,0.6998537264641117,compatible,Compatibile diagnostico,17.186332364385713,ge_5_00_ha,444,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,a9b51a45-6c99-403c-89f9-4867774bfd4c,north_calabria,current_high_confidence,0.6997987973939118,compatible,Compatibile diagnostico,3.8234504825698292,2_00_5_00_ha,88,1,51_100,singlepart,True,False,False,False,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,543f5777-cab2-4f4d-906e-faae722bcc20,central_calabria,added_candidate,0.6997950749809771,compatible,Compatibile diagnostico,16.876262952853754,ge_5_00_ha,562,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,95ed9f16-67ee-48bf-8bc4-91d9af24fa32,south_calabria,added_candidate,0.6997825373550868,compatible,Compatibile diagnostico,24.01853038640577,ge_5_00_ha,185,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,471a01a2-d1e5-420c-a9b4-2b8e884948c9,central_calabria,current_high_confidence,0.6996970113700872,compatible,Compatibile diagnostico,10.359464254532151,ge_5_00_ha,178,1,101_250,singlepart,True,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,31deb678-89cd-47d1-8875-9a2a74bcffd5,north_calabria,added_candidate,0.6996305631676103,compatible,Compatibile diagnostico,12.482502440321998,ge_5_00_ha,1044,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,2b6b7cd7-1347-41fb-abb5-8bcc523d1ad0,central_calabria,added_candidate,0.6996188457225252,compatible,Compatibile diagnostico,16.80360575089203,ge_5_00_ha,510,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,02d1a173-ecaa-4c2f-92a1-ad0c7fc52150,north_calabria,current_high_confidence,0.6995740953256122,compatible,Compatibile diagnostico,3.6497493998337034,2_00_5_00_ha,174,1,101_250,singlepart,True,False,False,False,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,6835431b-a2dd-447b-9f61-c5404478d5fb,central_calabria,added_candidate,0.6995098040040648,compatible,Compatibile diagnostico,10.984806863751931,ge_5_00_ha,188,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,b6c11f2c-dcba-4ed9-baaa-120935c454c7,central_calabria,added_candidate,0.6991987298689818,compatible,Compatibile diagnostico,16.24965201972941,ge_5_00_ha,1373,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,ec4e6b7f-c8b9-478a-bb11-34e76904c541,central_calabria,added_candidate,0.6991687232261696,compatible,Compatibile diagnostico,15.94553307480428,ge_5_00_ha,270,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,f91e6006-a29b-4a68-b6e9-65f2f6513b25,north_calabria,added_candidate,0.6991562926717274,compatible,Compatibile diagnostico,11.374164068168827,ge_5_00_ha,343,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,b0e52cf8-d3e5-45a2-8fae-65b7fb0ec77d,central_calabria,added_candidate,0.6991535477841562,compatible,Compatibile diagnostico,17.05781022872503,ge_5_00_ha,537,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,38032c3c-36da-4e91-9376-cf698876acfc,central_calabria,current_high_confidence,0.6990795235607693,compatible,Compatibile diagnostico,10.944710546147059,ge_5_00_ha,79,1,51_100,singlepart,True,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
compatible_top,b097d6c3-4b9f-4e60-b144-71b5e94c1448,north_calabria,added_candidate,0.6989399788637185,compatible,Compatibile diagnostico,10.859249798778523,ge_5_00_ha,563,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
compatible_top,68337a4f-9912-4a79-a666-8772317c2fcc,central_calabria,current_high_confidence,0.6989133362641317,compatible,Compatibile diagnostico,11.248596049511995,ge_5_00_ha,77,1,51_100,singlepart,True,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
