model_name,fold_id,test_n,positive_n,negative_n,best_c,best_l1_ratio,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp
combined_unweighted,18,81,64,17,1.0,0.25,0.8309859154929577,0.921875,0.29411764705882354,0.8740740740740741,0.7901234567901234,0.6930147058823529,0.15542150714016464,0.4947343410975833,5,12,5,59
combined_unweighted,19,81,64,17,10.0,1.0,0.8472222222222222,0.953125,0.35294117647058826,0.8970588235294118,0.8271604938271605,0.8731617647058824,0.12310049847201053,0.4048543565533073,6,11,3,61
combined_unweighted,20,81,63,18,1.0,0.75,0.8636363636363636,0.9047619047619048,0.5,0.8837209302325582,0.8148148148148148,0.8324514991181658,0.1250347849187853,0.39632422384713756,9,9,6,57
combined_unweighted,21,82,64,18,10.0,0.0,0.84,0.984375,0.3333333333333333,0.9064748201438849,0.8414634146341463,0.8263888888888888,0.11325651108923775,0.39051044446535277,6,12,1,63
combined_unweighted,22,81,64,17,1.0,0.75,0.8289473684210527,0.984375,0.23529411764705882,0.9,0.8271604938271605,0.7601102941176471,0.14266779716685987,0.45117929461701034,4,13,1,63
combined_unweighted,23,81,64,17,1.0,1.0,0.8709677419354839,0.84375,0.5294117647058824,0.8571428571428571,0.7777777777777778,0.8363970588235295,0.1390252825620286,0.41995019358562746,9,8,10,54
combined_unweighted,24,81,64,17,10.0,0.0,0.8840579710144928,0.953125,0.5294117647058824,0.9172932330827067,0.8641975308641975,0.8538602941176471,0.10704456860108458,0.3487337656874746,9,8,3,61
combined_unweighted,25,81,63,18,1.0,0.0,0.855072463768116,0.9365079365079365,0.4444444444444444,0.8939393939393939,0.8271604938271605,0.8677248677248678,0.11925335650290936,0.3808640185510614,8,10,4,59
combined_unweighted,26,82,64,18,10.0,0.0,0.9076923076923077,0.921875,0.6666666666666666,0.9147286821705426,0.8658536585365854,0.8532986111111112,0.1226637516570059,0.4123328074353017,12,6,5,59
combined_unweighted,27,81,64,17,1.0,1.0,0.8333333333333334,0.9375,0.29411764705882354,0.8823529411764706,0.8024691358024691,0.8005514705882353,0.13529457156440095,0.42097235335013294,5,12,4,60
combined_unweighted,28,81,64,17,10.0,0.0,0.863013698630137,0.984375,0.4117647058823529,0.9197080291970803,0.8641975308641975,0.8685661764705883,0.10100120231096481,0.33516934406369536,7,10,1,63
combined_unweighted,29,81,64,17,1.0,0.5,0.8507462686567164,0.890625,0.4117647058823529,0.8702290076335878,0.7901234567901234,0.7858455882352942,0.1549750366685377,0.46803615732454157,7,10,7,57
combined_unweighted,30,81,63,18,10.0,0.0,0.8493150684931506,0.9841269841269841,0.3888888888888889,0.9117647058823529,0.8518518518518519,0.9056437389770724,0.10853032421092532,0.333002504000259,7,11,1,62
combined_unweighted,31,82,64,18,1.0,0.75,0.8714285714285714,0.953125,0.5,0.9104477611940298,0.8536585365853658,0.8567708333333333,0.11278060748194835,0.3673755158917782,9,9,3,61
combined_unweighted,32,81,64,17,10.0,0.0,0.8333333333333334,0.9375,0.29411764705882354,0.8823529411764706,0.8024691358024691,0.7242647058823529,0.14829151136381113,0.5046461515382719,5,12,4,60
combined_unweighted,33,81,64,17,1.0,0.0,0.8428571428571429,0.921875,0.35294117647058826,0.8805970149253731,0.8024691358024691,0.8832720588235294,0.11780621205959307,0.36037770229380023,6,11,5,59
combined_unweighted,34,81,64,17,1.0,1.0,0.8840579710144928,0.953125,0.5294117647058824,0.9172932330827067,0.8641975308641975,0.869485294117647,0.11302107766365856,0.3591207303795799,9,8,3,61
combined_unweighted,35,81,63,18,1.0,0.25,0.8378378378378378,0.9841269841269841,0.3333333333333333,0.9051094890510949,0.8395061728395061,0.8262786596119929,0.12303199641528206,0.3883352554619573,6,12,1,62
combined_unweighted,36,82,64,18,1.0,0.0,0.821917808219178,0.9375,0.2777777777777778,0.8759124087591241,0.7926829268292683,0.8194444444444444,0.14101562144530783,0.41920090442264574,5,13,4,60
combined_unweighted,37,81,64,17,10.0,1.0,0.8611111111111112,0.96875,0.4117647058823529,0.9117647058823529,0.8518518518518519,0.8465073529411764,0.10596810406941219,0.3518565551333965,7,10,2,62
combined_unweighted,38,81,64,17,10.0,0.0,0.9180327868852459,0.875,0.7058823529411765,0.896,0.8395061728395061,0.896139705882353,0.11917165972011724,0.3704221681480657,12,5,8,56
combined_unweighted,39,81,64,17,10.0,0.0,0.8695652173913043,0.9375,0.47058823529411764,0.9022556390977443,0.8395061728395061,0.8841911764705882,0.10997442240114788,0.3551537858627832,8,9,4,60
combined_unweighted,40,81,63,18,10.0,0.0,0.8266666666666667,0.9841269841269841,0.2777777777777778,0.8985507246376812,0.8271604938271605,0.783068783068783,0.1380226101113341,0.4728597035556593,5,13,1,62
combined_unweighted,41,82,64,18,10.0,0.0,0.8611111111111112,0.96875,0.4444444444444444,0.9117647058823529,0.8536585365853658,0.8394097222222222,0.120428241692246,0.3776063003118509,8,10,2,62
combined_unweighted,42,81,64,17,1.0,1.0,0.8333333333333334,0.9375,0.29411764705882354,0.8823529411764706,0.8024691358024691,0.828125,0.12764930131416552,0.396093259919639,5,12,4,60
combined_unweighted,43,81,64,17,10.0,0.0,0.8939393939393939,0.921875,0.5882352941176471,0.9076923076923077,0.8518518518518519,0.8841911764705882,0.10460162369681225,0.33873015038393167,10,7,5,59
combined_unweighted,44,81,64,17,1.0,0.25,0.8450704225352113,0.9375,0.35294117647058826,0.8888888888888888,0.8148148148148148,0.8575367647058825,0.11766534013121059,0.3768048973330003,6,11,4,60
combined_unweighted,45,81,63,18,10.0,0.0,0.8194444444444444,0.9365079365079365,0.2777777777777778,0.8740740740740741,0.7901234567901234,0.7848324514991181,0.14748844760165603,0.44494834446042586,5,13,4,59
combined_unweighted,46,82,64,18,10.0,0.0,0.8472222222222222,0.953125,0.3888888888888889,0.8970588235294118,0.8292682926829268,0.8133680555555556,0.12782090633033566,0.4153468917388008,7,11,3,61
combined_unweighted,47,81,64,17,1.0,0.0,0.8591549295774648,0.953125,0.4117647058823529,0.9037037037037037,0.8395061728395061,0.8639705882352942,0.1175373129239175,0.3603402489202513,7,10,3,61
combined_unweighted,48,81,64,17,10.0,1.0,0.8571428571428571,0.9375,0.4117647058823529,0.8955223880597015,0.8271604938271605,0.8354779411764706,0.11677047533576805,0.36307340221908496,7,10,4,60
combined_unweighted,49,81,64,17,1.0,1.0,0.8955223880597015,0.9375,0.5882352941176471,0.916030534351145,0.8641975308641975,0.8667279411764706,0.10626612920566583,0.35218246278000953,10,7,4,60
combined_unweighted,50,81,63,18,10.0,0.0,0.8382352941176471,0.9047619047619048,0.3888888888888889,0.8702290076335878,0.7901234567901234,0.7742504409171076,0.14685456222578191,0.47332191086733916,7,11,6,57
